,key,gt-1,gt-2,gt-3,gt-4,gt-5,pd1,pd2
36,rooms_bestwestern_hotel_sfo.txt,"['Rooms can be on the small side, but are nice, clean, and well maintained.']","['Rooms were very clean and nicely decorated.\n', 'Rather small though.']","['The rooms were small.\n', 'The rooms were clean.']",['Good rooms but a little small.'],"['Good, clean and tidy rooms and bathroom.\n', 'Little small in size for a long stay but made up by a very friendly staff.']","['We have stayed at this hotel once before, a few years ago, so knew that the rooms were not particularly large .', 'The rooms we had were a good size and clean .']","Great Location ,  Nice   Rooms ,  Helpless Concierge
 The rooms were bright, clean and the windows open . Another odd thing we noticed is a majority of the room doors opened OUT into the hallway, rather than into the rooms ."
37,battery-life_netbook_1005ha.txt,"['Battery lasts about 5 hours.\n', 'Time is shorter when running many drives or using bright backlight.']","['battery-life is fantastic and good.\n', 'The 6 hours battery life is great.']","['The battery life is longer then 5 hours.\n', 'But due to the battery charger this may decrease or not work at all.']","['Battery lasts about 5 hours.\n', 'Time is shorter when running many drives or using bright backlight.']","['Battery lasts about 5 hours.\n', 'Time is shorter when running many drives or using bright backlight.']","['The laptop itself is great ,  nice crisp display, great battery life, light, and a nice form factor .', '5 battery life was just a claim, but charged at %100 my battery life clocked in 10 .']","6GHz 533FSB cpu, glossy display, 3, Cell 23Wh Li, ion Battery  , and a 1 . I bought this to use when traveling within a developing country, where I need lots of battery life and don't feel like lugging around my conspicuous   15  notebook ."
38,speed_windows7.txt,['Windows 7 is faster and the best thing is it shuts off very fast.'],"['Windows 7 is faster than XP and Vista.\n', 'It looks elegant and is very intuitive.\n', 'Bootup and shutdown time are exceptional.']","['Speed of Windows 7 is faster then any previous windows version.\n', 'Programs loads and close faster.']","['Windows 7 can maintain the processor speed without sacrificing reliability.\n', 'The process of finding files has been greatly expedited.\n', 'The process of powering up and down has been sped up immensely.']","['Windows 7 is a vastly improved Windows operating system.\n', 'While still not perfect, it is faster, more secure, and more reliable than Windows Vista.']","['I admit Windows 7 performs faster than Vista as a whole .', 'The speed at which the upgrade completed is quite fast and the driver hardware detection was seamless .']","Windows 7 is quite simply faster, more stable, boots faster, goes to sleep faster, comes back from sleep faster, manages your files better and on top of that it's beautiful to look at and easy to use . I'm been using Windows 7 since its inception I upgraded from beta to RC to finally RTM and I can tell you right now it is fast and reliable ."
39,comfort_toyota_camry_2007.txt,"['The Camry offers interior comfort, while providing a quiet ride.\n', 'Comfortable seating and easy to drive.']",['Its very comfortable and a quiet ride with low levels of noise .'],['Its very comfortable for long trips.'],"['Overall very comfortable ride front and back.\n', 'Nice and roomy.']","['Overall very comfortable ride front and back.\n', 'Nice and roomy.']","['Very comfortable, quiet interior .', 'I feel that the Camry just gets better and better in terms of comfort, styling and performance with each generation .']",Ride seems comfortable and gas mileage fairly good averaging 26 city and 30 open road . I do not find the front seats as comfortable as the seats in my old 96 Ford taurus .
40,gas_mileage_toyota_camry_2007.txt,['Gas mileage is below what is expected.'],"['The gas mileage on the camry was not good as it was advertised to be.\n', 'Averaging around 25mpg on the highway does not make it a standout among other makes and models on the road.']",['Gas mileage is good once car is broken in.'],['Gas mileage is below what is expected.'],['The gas mileage on the camry was not good as it was advertised to be.'],"['Gas mileage now is in the high 20s and that should improve with time .', 'This new one gets even better mileage, averages about 33 freeway .']","Ride seems comfortable and gas mileage fairly good averaging 26 city and 30 open road . Downshifting on grades is annoying, but overall car is good with decent mileage, and good value for the money ."
41,service_bestwestern_hotel_sfo.txt,"['The service is quick and to the point, causing some guests to feel rushed.\n', 'The valet service in particular is very helpful and professional.\n', 'The cleaning service was competent and very detailed.']","['Service was fast and helpful in most cases.\n', 'Room service and cleaning service quick and effective.']","['Housekeeping service is superb.\n', 'Concierge and front desk service is friendly and efficient.']","['This hotel is good value for money.\n', 'The service was great and the staff were very friendly.\n', 'It also has a very helpful concierge.']",['The service is good and the staff is very helpful.'],"[""We found a great breakfast place just around the corner in Taylor St, called Darren's Cafe, good prices with excellant food and service ."", 'Service was all good, albeit a bit stoic .']","Both of us having worked in tourism for over 14 years were very disappointed at the level of service provided by this gentleman . I was also disappointed that the hotel's &quot room service&quot  came from a nearby pizzeria, but the hotel still charged a fee on each delivery ."
42,features_windows7.txt,['Window7 has many new features which make the PC more advanced and user-friendly than the earlier models.'],['Good new features but similar to Mac OS.'],['Has a lot of great little features that seem to work without problems.'],['Good new features but similar to Mac OS.'],None,"[""And I love all the new Aero Shake Peek Snap windows features, but I still prefer Mac OS X's Expose ."", 'But what I really like about Windows 7 are the new and improved features it offers .']","I had to uninstall anti, virus and selected other programs, some of which did not have listings in the  Programs and Features  Control Panel section . I can't tell what positives it offers still, but it's still a nifty upgrade with a lot of nifty features over XP that make for a more fun experience for some, and a more organized experience involving navigating huge catacombs of archives and files ."
43,buttons_amazon_kindle.txt,"['New buttons are easy to use and effective.\n', 'No more accidental button presses.\n', 'Buttons make navigation easy.']","['The buttons are well placed, but can be hard to press down.']",['It is not user friendly and the buttons are not easily pressed.'],"['Magical five way button.\n', 'Next page button on both side of kindle.\n', 'No reset button.']",None,"[""Kind of hard to do when you're inadvertently pressing buttons ."", 'Opened the box, press the button and it begins downloading books that I pre, ordered .']","I thought it would be fitting to christen my Kindle with the Stephen King novella UR, so went to the Amazon site on my computer and clicked on the button to buy it . I also love the fact they made the next and previous page buttons a little bit harder to push so I am not constantly pressing buttons I don't mean to ."
44,location_holiday_inn_london.txt,"['Excellent location.\n', 'Near the tube station.']","['The locations are excellent.\n', 'Nice and close to where you want to be.']","['The location is excellent.\n', 'The hotel is very convenient to shopping, sightseeing, and restaurants.\n', 'It is located just minutes from the tube stations.']","['Location is excellent, very close to the Glouchester Rd.\n', 'tube stop.']",None,"['For the price and the location I thought this place was great .', 'The positives, great location, just a few minutes from a tube station which makes touring easy and with a travelcard taking midday breaks is easy .']","Great location for tube and we crammed in a fair amount of sightseeing in a short time . Location wise, the tube station   is just around the bend and key restaurants Bugis St ."
45,performance_netbook_1005ha.txt,"['Performance is very good.\n', 'Speed is excellent and battery life is exceptional.']","['Anti, malware software may degrade the performance both on and off the internet on these netbooks.\n', 'Battery performance is excellent.']","['The performance of the 1005HA is more than acceptable for the notebook class of device.\n', 'Its performance satisfies users needs.']","['Performance is great according to its small size.\n', 'Have good battery life and issued no problem regarding its performance or speed.']","['Battery life on high performance setting is great.\n', 'Performance overall is good for the size and purpose of the notebook.']","['faster overall performance, and shorter charge life on the battery .', 'The reviews on many of the higher resolutions netbooks also stated poor video and processing performance .']","The Eee Super Hybrid Engine utility lets users overclock or underclock their Eee PC's to boost performance or provide better battery life depending on their immediate requirements . I have the following software installed and they work great, modest but tolerable performance reduction :
 No noticeable performance reduction
 Performance reduction here is much less than superpi would suggest ."
46,updates_garmin_nuvi_255W_gps.txt,"['Updates very quickly.\n', 'Free update map.\n', 'Awesome map update speed.']","['Updates and rerouting are much quicker than other GPS products.\n', 'Directions and maps are easy to use, and if you miss a turn, it updates your route in seconds.\n', 'The map updates are free for the first 60 days after registering.']","['The maps are fairly updated.\n', 'Speed of map updates is good.\n', 'There is a fee for using the update service.']",None,None,"['I first bought it from another site that was cheaper by $25 and they told me that I needed to buy a memory card to download map updates .', 'Use the  Webupdater  so that the unit is running at its peak .']",Another thing to consider was that I paid $50 less for the 750 and it came with the FM transmitter cable and a USB cord to connect it to your computer for updates and downloads . If you don't have a fast Internet connection the update will take some time .
47,performance_honda_accord_2008.txt,"['Adequate performance, nice looks, long distance cruiser.\n', 'overall performance good, poor engine performance, gas mileage 22 highway and poor comfort level.']","['Great performance and handling.\n', 'Performance, styling and quality have good value for money.']","['High quality performance.\n', 'Very smooth and handles well on the road.']","['Great performance, especially for the price.']",None,"['I owned this car for only a week, but I am pleasantly surprised by its performance and build quality .', 'This car had rattles at 500 miles and has horrible performance even for a four cylinder .']","Very happy with my 08 Accord, performance is quite adequate it has nice looks and is a great long,  distance cruiser . I researched many other makes and models but for the performance, quality, and style, the accord won hands down for cars under $32,000 . The car is great, both with styling and performance ."
48,transmission_toyota_camry_2007.txt,"['The transmission is terrible.\n', 'It hesitates to shift and shifts at the wrong time.\n', 'The transmission can jerk unexpectedly.']","[""The transmission design has major problems and doesn't shift correctly.""]","['The transmission has some problems.\n', 'It can be rough and jerky.']","['Transmission is rough when shifting.\n', 'The transmission lacks power.']",['Transmission is not as good as it was expected to be.'],"['Transmission not nearly as smooth as previous 4 speed .', 'Acceleration or transmission shifting :\n Quiet and refined ride, 4 cyl has sufficient power for everyday driving, and a smooth transmission that shifts well .']","After slowing down, transmission has to be  kicked  to speed up . However I have noticed, like others, that the new transmission is not that smooth, especially when accelerating from a stop ."
49,mileage_honda_accord_2008.txt,['The mileage is good which ultimately reduces the expense.'],"['Gas mileage is good and effecient.\n', 'Mileage varies based on speed and road type.']","['Gas Mileage tends to be disappointing versus expectations.\n', 'Activation of variable cylinder management VCM system can improve mileage.']","['The car gets extremely good gas mileage compared with the rest of the market, but is not as high as the manufacturer claims.\n', 'Even though fuel economy is high, it still is a sporty performer.']","['VCM helps the mileage. \n', 'Decent gas mileage.\n', 'Very high mileage 170K.']","['The 190 hp I4 engine is powerful and smooth enough to enjoy, without sacrificing fuel mileage .', '6, 4, 3 eco engine has poor performance and gas mileage of 22 highway .']","It's quiet, get good gas mileage and looks clean inside and out . I will warn you though, that if you drive it like it should be driven, gas mileage isn't the best ."
50,interior_toyota_camry_2007.txt,['The interior is roomy but too much hard plastic makes it look cheap.'],"['The interior is good and okay but it contain so many cheap plastics.\n', 'Interior has a perfect modelling and sound system control.']","['The interior is roomy and comfortable.\n', 'Too much hard plastic.']","['Roomy interior, but it feels and looks cheap.\n', 'Contains too many cheap plastic parts and falls apart too easily.']","['The interior is roomy and comfortable.\n', 'Too much hard plastic.']","[', all combine to paint a less than luxerious interior .', 'After driving it a few days, the interior squeaking and rubbing noises increased so much that I drove to Toyota and had the body shop manager check to see if it had been in a major accident .']","First of all, the interior has way too many cheap plastic parts like the cheap plastic center piece that houses the clock . Also, the sound system is so poor unless you are willing to spend $3K more to get the JBL and leather interior, which come together . Exterior reminds me of a 530i and the interior is plush especially with the light woodgrain finish ."
